username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
mollym_;2015-09-14 07:46;1;1;"Music was better back when everyone did lsd and heroin #letsbereal";;;#letsbereal;"643390463458717700";https://twitter.com/mollym_/status/643390463458717700
UK4MedWeeD;2015-08-19 15:02;0;1;"Govt did it with Heroin Coke MDMA LSD and now trying it with cannabis. Using it as a medication while keeping it illegal. Not this time.";;;;"634078053560418304";https://twitter.com/UK4MedWeeD/status/634078053560418304
nta71;2015-05-14 21:06;3;6;"#IMissThe90sBecause people only did safe drugs like LSD and cocaine! Not meth and heroin and pills and shit like now";;;#IMissThe90sBecause;"599018101611634688";https://twitter.com/nta71/status/599018101611634688
standbythebody;2015-05-14 16:20;0;0;"@jurrbull I didn't know about heroin . Always knew they did LSD and tgat though";;@jurrbull;;"598945972203425792";https://twitter.com/standbythebody/status/598945972203425792
JaymiAlexandra;2015-05-01 14:08;0;1;"One time I had a kid tell me I would get addicted to LSD if I did it and that should try heroin instead. He was being completely serious.";;;;"594201641190039553";https://twitter.com/JaymiAlexandra/status/594201641190039553
DVIVIVI;2015-04-29 07:58;0;3;"@TrippyJ14 @jannae___ He told me he did heroin and LSD before LOL he a liar and a fuck boy I don't like him.";;@TrippyJ14 @jannae___;;"593383818687422464";https://twitter.com/DVIVIVI/status/593383818687422464
RP_Beezy;2015-03-04 19:17;0;0;"This man just said he did LSD PCP cocain and heroin . I hope not. Wow.";;;;"573276053717839872";https://twitter.com/RP_Beezy/status/573276053717839872
ILL_LIFE;2015-01-31 03:05;0;0;"@Bacardi_Bullitt Ahh yea I did everything except crack morphine meth and heroin . Ecstasy and LSD did me damage. PCP was fun but never again.";;@Bacardi_Bullitt;;"561435134667530241";https://twitter.com/ILL_LIFE/status/561435134667530241
ohiscot13;2015-01-17 17:01;0;0;"beign Jim Morrison stupid? hearing LSD and HEROIN with SPEEDBALL to say - we got this much - you know sturgis did soemthing alone";;;;"556572047128547329";https://twitter.com/ohiscot13/status/556572047128547329
penhoIder;2014-12-18 21:15;0;3;"I finally did my bio presentation & turned in my English paper, so now I can delete the 5,000 articles about heroin and LSD from my computer";;;;"545764293342691328";https://twitter.com/penhoIder/status/545764293342691328
